insert_time1 insert_time2 erase_time1 erase_time2 find_time1 find_time1 Max_depth1 Max_depth2 
0.0005596 0.000429 0.0015659 0.0015659 0.0001883 0.0001936 43 39 
0.0006482 0.0006032 0.0009924 0.0009924 0.0001705 0.0001887 40 42 
0.0003849 0.0004353 0.0008766 0.0008766 0.0001484 0.00013 42 41 
0.0005861 0.0004259 0.0013601 0.0013601 0.0002111 0.00017 37 41 
0.0006534 0.000384 0.0014471 0.0014471 0.0001906 0.0001547 38 46 
0.0003885 0.0004659 0.0009458 0.0009458 0.0001506 0.0001376 43 41 
0.0008689 0.0004223 0.0008988 0.0008988 0.0001498 0.0001351 40 43 
0.0004695 0.000465 0.0014321 0.0014321 0.0001589 0.0002181 39 44 
0.000957 0.0008231 0.0009346 0.0009346 0.000152 0.0001505 36 40 
0.0004039 0.0004337 0.0008991 0.0008991 0.0001558 0.000175 38 42 
0.0004774 0.0005745 0.0011433 0.0011433 0.0001584 0.0001692 38 43 
0.0005145 0.0005616 0.0011726 0.0011726 0.0001523 0.000154 43 40 
0.0004844 0.0004593 0.0009099 0.0009099 0.000151 0.0001356 40 40 
0.0004015 0.000479 0.0010173 0.0010173 0.0001612 0.0001711 46 39 
131072 elements ------ ------ ----- ------ ------- ------- 
0.0006577 0.0005556 0.0011012 0.0011012 0.0001698 0.0001354 44 45 
0.0004179 0.0004807 0.0010811 0.0010811 0.0001649 0.0001459 46 45 
0.0004388 0.0005023 0.0010455 0.0010455 0.0001869 0.0001958 40 47 
0.0004123 0.000448 0.0010541 0.0010541 0.0001631 0.0001394 43 42 
0.0004727 0.0004414 0.0010668 0.0010668 0.0001567 0.0001372 45 39 
0.0004092 0.0004442 0.0010478 0.0010478 0.0002084 0.0002006 41 42 
0.000401 0.0006216 0.0014003 0.0014003 0.0001527 0.0001365 42 42 
0.0003978 0.0004498 0.001074 0.001074 0.0001674 0.0001451 46 41 
0.0004128 0.0004395 0.0010513 0.0010513 0.0001528 0.0002582 41 49 
0.0004374 0.0005063 0.00105 0.00105 0.0001548 0.000148 48 40 
0.0006235 0.0006464 0.0018819 0.0018819 0.0002 0.0002069 41 37 
0.0004209 0.0004264 0.0011686 0.0011686 0.0002055 0.0001351 42 43 
0.0003995 0.0004625 0.0010711 0.0010711 0.0001592 0.0001303 43 44 
0.0004463 0.0006307 0.0012371 0.0012371 0.0001791 0.0001671 42 43 
0.0004328 0.0006582 0.0010633 0.0010633 0.0001609 0.0001658 42 44 
0.0003929 0.0004598 0.0010948 0.0010948 0.0001627 0.0002799 41 43 
0.0004111 0.0004897 0.0015565 0.0015565 0.0001729 0.0001467 43 41 
0.0008241 0.0005094 0.0010561 0.0010561 0.0001469 0.0001427 43 45 
0.0004532 0.0004762 0.0014769 0.0014769 0.0002111 0.0001633 42 40 
0.0004354 0.0004367 0.0010505 0.0010505 0.000165 0.0001493 42 40 
0.0003993 0.0004803 0.0010678 0.0010678 0.0002797 0.0002328 44 43 
0.000425 0.0004682 0.0010878 0.0010878 0.0001559 0.0001597 46 42 
0.0006113 0.0004503 0.0010692 0.0010692 0.0001526 0.000133 48 44 
0.0006359 0.0006615 0.0010725 0.0010725 0.0001504 0.0001457 43 46 
0.0007857 0.0004928 0.0011747 0.0011747 0.0001599 0.0001385 43 39 
0.0009179 0.0008412 0.0014636 0.0014636 0.0001563 0.0001592 44 46 
0.0005815 0.0004505 0.0016388 0.0016388 0.0001731 0.0002107 43 40 
0.0004308 0.0004683 0.0010931 0.0010931 0.000154 0.0001692 45 44 
0.0005487 0.0006846 0.0014084 0.0014084 0.0001491 0.0001774 39 47 
0.0004254 0.0004983 0.0010898 0.0010898 0.0001528 0.0001395 45 45 
0.0005636 0.0006657 0.0014928 0.0014928 0.0001477 0.0001376 47 41 
0.0004458 0.0007012 0.0016477 0.0016477 0.0002078 0.0001599 49 43 
0.0004917 0.0009617 0.0010986 0.0010986 0.0001612 0.0001341 44 47 
0.0004239 0.0004919 0.0014545 0.0014545 0.0001552 0.000144 40 44 
0.0004221 0.0005324 0.0014757 0.0014757 0.000164 0.0001706 47 41 
0.0004073 0.0004398 0.0014734 0.0014734 0.0001469 0.0001283 45 44 
0.0004349 0.0004484 0.0011313 0.0011313 0.000174 0.0001918 43 42 
0.0004272 0.0004887 0.0015394 0.0015394 0.0001541 0.0001458 44 45 
0.0004439 0.0005048 0.0010566 0.0010566 0.0001547 0.0001411 42 42 
0.0004075 0.0004661 0.001063 0.001063 0.0001437 0.0001322 42 43 
0.0004861 0.0006611 0.0018307 0.0018307 0.000172 0.0001878 48 41 
0.0010247 0.0007746 0.0010638 0.0010638 0.0001532 0.0001499 50 42 
0.0004903 0.0003859 0.0014307 0.0014307 0.0002112 0.0001381 45 43 
0.0004657 0.000392 0.0010717 0.0010717 0.0002192 0.0002909 43 46 
0.0005878 0.0006264 0.001853 0.001853 0.0002029 0.0001982 45 43 
0.0004914 0.0003702 0.001062 0.001062 0.0002148 0.0002083 44 42 
0.0006751 0.0007569 0.0014387 0.0014387 0.0003081 0.0001496 40 41 
0.0006125 0.000533 0.0013422 0.0013422 0.0002261 0.0001908 41 41 
0.0005004 0.0003957 0.0010786 0.0010786 0.0001591 0.0001433 47 45 
0.0006812 0.0005614 0.002045 0.002045 0.0002186 0.0001767 41 41 
262144 elements ------ ------ ----- ------ ------- ------- 
0.0008345 0.0006767 0.0019749 0.0019749 0.0001585 0.0001382 49 47 
0.0005679 0.0004841 0.0019434 0.0019434 0.0002214 0.0002139 46 46 
0.0005849 0.0006298 0.0020593 0.0020593 0.0002075 0.0001812 46 47 
0.0010127 0.0006117 0.0018737 0.0018737 0.0003015 0.0001436 46 45 
0.0005012 0.0004187 0.0015496 0.0015496 0.0001945 0.0001943 46 44 
0.0005491 0.0008945 0.0016002 0.0016002 0.0002267 0.0001886 44 46 
0.0009375 0.0004933 0.0018874 0.0018874 0.0001559 0.0001445 44 48 
0.0005572 0.0006083 0.0016669 0.0016669 0.000204 0.0001968 50 47 
0.0007111 0.0006216 0.001859 0.001859 0.0001737 0.0001848 45 44 
0.0006639 0.000598 0.001382 0.001382 0.0001547 0.0001634 45 46 
0.000605 0.0007059 0.0017174 0.0017174 0.0001927 0.000183 49 48 
0.0005147 0.0006145 0.0015794 0.0015794 0.0001599 0.0001463 49 45 
0.0006554 0.0005591 0.001811 0.001811 0.000169 0.0001964 45 43 
0.000557 0.000486 0.0018518 0.0018518 0.0001769 0.0001598 45 47 
0.0005035 0.0006207 0.0019093 0.0019093 0.000189 0.0001694 44 45 
0.0004616 0.0005069 0.0015844 0.0015844 0.0001902 0.0001929 43 46 
0.0006034 0.0005844 0.0018429 0.0018429 0.0002334 0.000195 44 43 
0.0007107 0.0004987 0.001716 0.001716 0.0001643 0.000135 50 47 
0.0005228 0.0004647 0.0011926 0.0011926 0.0002088 0.000138 50 49 
0.0004916 0.0005346 0.001715 0.001715 0.0001659 0.0001597 51 47 
0.0006985 0.0003914 0.001774 0.001774 0.0002167 0.0002038 47 46 
0.0006606 0.0006784 0.0018916 0.0018916 0.0002363 0.0001577 46 46 
0.000632 0.0004016 0.0018069 0.0018069 0.0001887 0.0001757 46 47 
0.0005845 0.0005917 0.0016711 0.0016711 0.0002296 0.0002198 51 45 
0.0006488 0.0006908 0.0018065 0.0018065 0.0002302 0.0001445 47 48 
0.0005192 0.0006267 0.0017155 0.0017155 0.0002105 0.0001368 47 48 
0.0006317 0.00069 0.0017021 0.0017021 0.0001625 0.0001461 49 43 
0.0008525 0.0006331 0.0016751 0.0016751 0.0002269 0.0002056 47 46 
0.0006429 0.0004671 0.0016023 0.0016023 0.0001681 0.0001866 48 48 
0.0005203 0.0006968 0.0017932 0.0017932 0.0001856 0.0002023 44 46 
0.0007656 0.0006442 0.0019158 0.0019158 0.0002228 0.0002028 46 45 
0.0009549 0.0005334 0.0018421 0.0018421 0.0001472 0.000188 45 46 
0.0007438 0.0006983 0.0017308 0.0017308 0.0001801 0.00017 44 45 
0.0005489 0.000494 0.0018052 0.0018052 0.0001562 0.0001915 46 48 
0.0006239 0.0004766 0.0019172 0.0019172 0.0001597 0.0001882 50 51 
0.0007844 0.0005622 0.0017697 0.0017697 0.0001888 0.0001367 49 45 
0.0005035 0.0007041 0.0017837 0.0017837 0.0002202 0.0002422 47 42 
0.0005633 0.000705 0.0018332 0.0018332 0.0001997 0.00016 47 43 
0.0005396 0.0005272 0.0016813 0.0016813 0.0001738 0.0001414 46 46 
0.0005423 0.0006185 0.0015681 0.0015681 0.0001834 0.0001651 47 45 
0.0005546 0.0004997 0.0014094 0.0014094 0.000178 0.0001634 45 45 
0.0005895 0.0007159 0.0018518 0.0018518 0.0001641 0.0001843 44 46 
0.0005656 0.000666 0.0018641 0.0018641 0.0001876 0.0001499 46 48 
0.000787 0.0005194 0.0018697 0.0018697 0.0001558 0.0001352 47 48 
0.0003986 0.0004817 0.0015886 0.0015886 0.0001959 0.0003754 47 45 
0.0007419 0.0006023 0.0015703 0.0015703 0.00018 0.0001696 48 45 
0.0005569 0.0006953 0.0018451 0.0018451 0.0001791 0.0002111 47 47 
0.0007285 0.0007525 0.0017472 0.0017472 0.0001875 0.0001691 46 43 
0.0005148 0.0004382 0.0018434 0.0018434 0.00019 0.000195 46 45 
0.0005668 0.0006154 0.001651 0.001651 0.0001925 0.000183 46 44 
insert_time1 insert_time2 erase_time1 erase_time2 find_time1 find_time1 Max_depth1 Max_depth2 
1024 elements ------ ------ ----- ------ ------- ------- 
0.0004378 0.000507 0.0004322 0.0004322 0.0001195 0.0001696 23 26 
0.000456 0.0005942 0.0003196 0.0003196 0.0001615 0.0001481 22 21 
0.0003871 0.0005796 0.0003546 0.0003546 0.0001624 0.0001885 22 22 
0.0004348 0.0003367 0.0002795 0.0002795 0.0001481 0.0001545 24 20 
0.0003827 0.0004903 0.0003897 0.0003897 0.0001765 0.0001562 24 21 
0.0004435 0.0003578 0.0002981 0.0002981 0.0001372 0.0001999 20 21 
0.0003878 0.0004848 0.0002703 0.0002703 0.0001422 0.000143 25 22 
0.0005727 0.0004326 0.0003361 0.0003361 0.0001534 0.0001253 20 24 
0.0004472 0.0004507 0.0003003 0.0003003 0.0001602 0.0001347 23 21 
0.0006331 0.0003601 0.0003868 0.0003868 0.0001727 0.0001166 20 20 
0.0003979 0.0003993 0.0002859 0.0002859 0.000168 0.0001545 21 22 
0.0004277 0.0004334 0.0002787 0.0002787 0.000123 0.0001192 25 22 
0.0003812 0.0003853 0.0002705 0.0002705 0.0001244 0.0001202 21 24 
0.0004958 0.0004029 0.0004106 0.0004106 0.000164 0.0001642 19 21 
0.0005814 0.0006013 0.0003366 0.0003366 0.000171 0.0001816 25 26 
0.0005373 0.0004066 0.0002848 0.0002848 0.0001267 0.0001299 24 22 
0.0004326 0.0003409 0.0002859 0.0002859 0.0001141 0.0001138 22 20 
0.0005737 0.0005787 0.0004093 0.0004093 0.0001344 0.0001223 23 20 
0.0004286 0.0003577 0.0003841 0.0003841 0.0001277 0.0001236 25 23 
0.0003933 0.000528 0.000409 0.000409 0.0001642 0.0001259 24 23 
0.0003923 0.0003105 0.0002677 0.0002677 0.0001234 0.0001137 20 22 
0.0003972 0.0003815 0.0003625 0.0003625 0.0001557 0.0001786 19 18 
0.000348 0.0003929 0.0002704 0.0002704 0.00013 0.000131 18 22 
0.0003973 0.0003778 0.000267 0.000267 0.0001534 0.0001178 22 25 
0.0004263 0.0004474 0.0002695 0.0002695 0.0002052 0.0001693 26 22 
0.0004018 0.0004214 0.0002602 0.0002602 0.0001165 0.0001239 23 21 
0.0004958 0.0004059 0.0002706 0.0002706 0.0001727 0.0001767 21 23 
0.0004092 0.0003291 0.0002668 0.0002668 0.0001209 0.000152 24 20 
0.0003808 0.0005049 0.0003941 0.0003941 0.0001501 0.0001459 23 21 
0.0004451 0.0003582 0.0004126 0.0004126 0.0001674 0.0001582 26 20 
0.0003867 0.0003713 0.0002535 0.0002535 0.0001156 0.0001132 22 20 
0.0004035 0.0003273 0.0002587 0.0002587 0.0001249 0.0001773 20 21 
0.0003865 0.0003663 0.0002436 0.0002436 0.0001167 9.65e-05 22 26 
0.0003469 0.0003904 0.0002693 0.0002693 0.0001237 0.0001199 22 21 
0.0004221 0.0004503 0.0002684 0.0002684 0.0001157 0.0001178 21 23 
0.0003324 0.0004058 0.000261 0.000261 0.0001286 0.0001218 22 21 
0.0004115 0.0008036 0.0003691 0.0003691 0.0001315 0.0001321 19 20 
0.0003289 0.0004175 0.0002869 0.0002869 0.0001315 0.0001376 25 21 
0.0004007 0.000386 0.0002876 0.0002876 0.0001637 0.000162 19 21 
0.0003349 0.0006323 0.0003585 0.0003585 0.0002196 0.0001664 23 19 
0.0004143 0.0003253 0.0002726 0.0002726 0.0001315 0.0001527 21 22 
0.0005413 0.0005829 0.000372 0.000372 0.000157 0.0001599 30 21 
0.0005701 0.0003751 0.0002848 0.0002848 0.0001393 0.0001304 21 21 
0.0004305 0.000399 0.0002727 0.0002727 0.0001277 0.0001238 23 19 
0.0005854 0.0004689 0.0004007 0.0004007 0.0001574 0.0001282 19 21 
0.0005799 0.0004471 0.0002805 0.0002805 0.0001822 0.0001587 23 20 
0.0004457 0.0005745 0.00035 0.00035 0.000162 0.0001874 22 22 
0.0006047 0.0006279 0.0003988 0.0003988 0.0001261 0.000161 24 25 
0.0003505 0.0004156 0.0003963 0.0003963 0.0001684 0.0001642 24 20 
0.0004308 0.0006232 0.0004017 0.0004017 0.0001633 0.0001733 21 20 
2048 elements ------ ------ ----- ------ ------- ------- 
0.0005597 0.0004471 0.0003349 0.0003349 0.00021 0.0001592 25 27 
0.000586 0.0003411 0.0003664 0.0003664 0.0001411 0.0001511 24 25 
0.0008552 0.0004554 0.0003967 0.0003967 0.0001989 0.0001802 22 23 
0.000463 0.0005379 0.0005064 0.0005064 0.00017 0.0001677 26 24 
0.0003901 0.00044 0.0003565 0.0003565 0.0001276 0.0001191 23 28 
0.0006287 0.0007498 0.0007257 0.0007257 0.0002552 0.0001987 26 26 
0.0004203 0.0004122 0.0003385 0.0003385 0.0002097 0.0001725 23 25 
0.0003762 0.0007471 0.0004625 0.0004625 0.0001652 0.0001681 26 24 
0.0006693 0.0005786 0.0004023 0.0004023 0.0001393 0.0001378 23 24 
0.0005807 0.0004518 0.0003462 0.0003462 0.0001349 0.0001286 26 29 
0.0003979 0.0004001 0.0003404 0.0003404 0.0001285 0.0001257 28 23 
0.0004268 0.0004117 0.0004096 0.0004096 0.0001145 0.0001589 27 23 
0.000447 0.0003627 0.0007909 0.0007909 0.0001782 0.0001836 25 26 
0.0004127 0.0003431 0.0003922 0.0003922 0.0001247 0.0001209 25 24 
0.0006677 0.0004076 0.0004754 0.0004754 0.000139 0.0001408 24 26 
0.0007659 0.000487 0.0005408 0.0005408 0.0001937 0.0001726 23 22 
0.0004804 0.0005653 0.0005236 0.0005236 0.000184 0.000149 26 25 
0.0005251 0.0004092 0.0003735 0.0003735 0.0001688 0.000179 23 28 
0.0003451 0.0004307 0.0003587 0.0003587 0.0001539 0.0001502 24 30 
0.0003932 0.0005832 0.0004913 0.0004913 0.0001575 0.0001786 25 30 
0.0005323 0.0005964 0.0006341 0.0006341 0.000176 0.0001666 25 24 
0.0006012 0.0006155 0.0004988 0.0004988 0.0001856 0.0001607 28 23 
0.0005531 0.0005658 0.0005239 0.0005239 0.0001903 0.0001721 27 25 
0.0004148 0.0004139 0.0003724 0.0003724 0.0002315 0.0001448 23 28 
0.0005977 0.0004548 0.0003774 0.0003774 0.00014 0.0001435 25 24 
0.0003888 0.0003242 0.0005039 0.0005039 0.0001516 0.0001328 24 26 
0.0004436 0.0003491 0.0004058 0.0004058 0.0001504 0.0001613 25 24 
0.001032 0.0003977 0.0005719 0.0005719 0.0001788 0.0001703 23 26 
0.0004947 0.0004212 0.0003681 0.0003681 0.0001295 0.0001373 23 24 
0.0004738 0.0006024 0.0005208 0.0005208 0.0001767 0.0001299 25 27 
0.000504 0.0005639 0.0005143 0.0005143 0.000183 0.0001871 27 26 
0.0004699 0.0004083 0.0003481 0.0003481 0.0001344 0.0001283 30 27 
0.0003866 0.0004199 0.0003418 0.0003418 0.0001234 0.0001241 24 24 
0.000543 0.0005527 0.0004526 0.0004526 0.0001459 0.000178 24 21 
0.0004372 0.0004489 0.0003375 0.0003375 0.0001912 0.0001933 23 26 
0.0007999 0.0004164 0.0003542 0.0003542 0.000146 0.0001369 27 22 
0.000522 0.0003633 0.000478 0.000478 0.0001897 0.0001323 24 30 
0.0003954 0.0003263 0.0003318 0.0003318 0.000112 0.00011 26 27 
0.0005589 0.0003567 0.0004594 0.0004594 0.0001544 0.0001649 24 25 
0.0005073 0.0005605 0.0004941 0.0004941 0.0001274 0.0001369 25 27 
0.0004857 0.0005783 0.0005034 0.0005034 0.0001393 0.0001362 23 28 
0.0004586 0.000548 0.0003821 0.0003821 0.0001766 0.0001345 25 24 
0.0003188 0.0004059 0.0003329 0.0003329 0.0001319 0.0001299 27 22 
0.0004596 0.0006033 0.0003917 0.0003917 0.0001378 0.0001369 23 26 
0.0008101 0.0003806 0.0002791 0.0002791 0.0001439 0.0001429 26 27 
0.0006875 0.0004117 0.0003296 0.0003296 0.0001193 0.0001103 24 26 
0.0003694 0.0003824 0.0002882 0.0002882 0.0001112 0.0001095 22 28 
0.0005673 0.0004397 0.0004944 0.0004944 0.0001425 0.0001431 25 25 
0.0005618 0.0003364 0.0003418 0.0003418 0.0001256 0.0001725 27 26 
0.0003954 0.0003427 0.0004073 0.0004073 0.0001384 0.0001288 24 28 
4096 elements ------ ------ ----- ------ ------- ------- 
0.0003817 0.0004129 0.0004652 0.0004652 0.0001494 0.0001716 30 30 
0.0003639 0.0004614 0.0006532 0.0006532 0.0001894 0.0001778 28 29 
0.0004534 0.0004828 0.0004674 0.0004674 0.0001716 0.000194 29 34 
0.0006104 0.0005668 0.0005043 0.0005043 0.0001251 0.0001224 28 27 
0.0004393 0.0004258 0.0004397 0.0004397 0.0001369 0.0001629 28 31 
0.0006586 0.0004595 0.0004528 0.0004528 0.0001587 0.0001422 27 28 
0.0003653 0.0008111 0.0007585 0.0007585 0.0001572 0.0001475 27 35 
0.000477 0.0003864 0.0004682 0.0004682 0.0001353 0.0001327 30 33 
0.0009016 0.0004493 0.0004517 0.0004517 0.0001287 0.0001416 29 30 
0.0005398 0.0005572 0.000485 0.000485 0.0001437 0.0001423 30 30 
0.0006148 0.0004936 0.0004413 0.0004413 0.0001284 0.0001224 29 32 
0.0008863 0.0004441 0.0004707 0.0004707 0.0001418 0.0001246 29 28 
0.0007784 0.0005565 0.0006982 0.0006982 0.0001614 0.0001876 29 26 
0.0003615 0.0004054 0.0005058 0.0005058 0.0001483 0.0001378 28 26 
0.0004941 0.0005935 0.000471 0.000471 0.0001589 0.0001444 28 32 
0.0003983 0.0004571 0.0004842 0.0004842 0.0001279 0.0001381 30 29 
0.0006098 0.0005174 0.0005788 0.0005788 0.0001929 0.0001849 28 30 
0.00086 0.0005241 0.0004572 0.0004572 0.0001265 0.0001789 28 30 
0.0007988 0.0004099 0.0004845 0.0004845 0.0001627 0.0001434 29 28 
0.0004832 0.0004631 0.0006477 0.0006477 0.0001729 0.0001667 28 34 
0.0005985 0.0005895 0.0006883 0.0006883 0.0001939 0.0001844 32 29 
0.0004235 0.0004325 0.0004996 0.0004996 0.0001483 0.0001658 29 29 
0.0005076 0.000539 0.0004675 0.0004675 0.0001748 0.0001374 30 28 
0.0005845 0.0003458 0.0006662 0.0006662 0.0001627 0.0001794 29 29 
0.000364 0.0005416 0.0006827 0.0006827 0.0001778 0.0001851 26 28 
0.0003385 0.0004077 0.0004979 0.0004979 0.0001486 0.0001463 28 26 
0.0004378 0.0004546 0.0006996 0.0006996 0.0001875 0.0001937 28 26 
0.0008425 0.0005984 0.0007345 0.0007345 0.0001979 0.0001573 28 26 
0.0004964 0.0005093 0.0006757 0.0006757 0.000192 0.0002376 26 29 
0.0006443 0.0006384 0.0007569 0.0007569 0.0001557 0.0001588 30 33 
0.000535 0.0006128 0.0005498 0.0005498 0.0001972 0.0001993 28 29 
0.0003935 0.0005699 0.0006826 0.0006826 0.0001567 0.0001647 32 31 
0.0004681 0.0006028 0.0007089 0.0007089 0.000204 0.0001959 28 29 
0.0005999 0.0006446 0.0007363 0.0007363 0.0001555 0.0001963 30 24 
0.0006541 0.0005209 0.0007671 0.0007671 0.0001964 0.0001916 30 32 
0.0006534 0.0005848 0.0007181 0.0007181 0.0002047 0.0001468 26 30 
0.0005705 0.0004389 0.0004909 0.0004909 0.0001396 0.0001293 32 27 
0.0005185 0.0005251 0.0004861 0.0004861 0.0001882 0.0001388 29 30 
0.0004456 0.0006123 0.0006304 0.0006304 0.0001839 0.0001456 27 28 
0.0004171 0.0003728 0.0004619 0.0004619 0.0001652 0.0001928 30 30 
0.0003842 0.0003346 0.0005305 0.0005305 0.0001199 0.0001205 30 29 
0.0003703 0.0003262 0.0003603 0.0003603 0.0001028 0.0001556 29 30 
0.0005191 0.0005725 0.0004574 0.0004574 0.0001347 0.0001292 28 29 
0.0003994 0.000403 0.0004666 0.0004666 0.0001371 0.0001238 28 30 
0.0008471 0.0004194 0.0006203 0.0006203 0.0001396 0.0001561 32 31 
0.0006366 0.0004883 0.0003757 0.0003757 0.0001196 0.000138 31 29 
0.0004745 0.000626 0.0004598 0.0004598 0.0001427 0.0001469 27 26 
0.0004246 0.0003603 0.0005827 0.0005827 0.000139 0.0001149 29 29 
0.0003202 0.0008639 0.0007897 0.0007897 0.0001574 0.000163 30 28 
0.0003804 0.0009302 0.0004505 0.0004505 0.0001482 0.0001454 29 27 
8192 elements ------ ------ ----- ------ ------- ------- 
0.0006382 0.0003801 0.000612 0.000612 0.0001533 0.0001385 28 36 
0.0003717 0.0005977 0.0005639 0.0005639 0.0001835 0.0001685 31 31 
0.0004053 0.0004221 0.0005569 0.0005569 0.0001453 0.000143 32 30 
0.0004131 0.000438 0.0005753 0.0005753 0.0001501 0.0001391 34 29 
0.0003293 0.0003726 0.0004084 0.0004084 0.0001929 0.0001899 32 35 
0.0005577 0.0005613 0.0009194 0.0009194 0.0002494 0.0002644 30 32 
0.0008404 0.0007038 0.0005212 0.0005212 0.0001392 0.0001564 32 39 
0.0003607 0.0003927 0.0005908 0.0005908 0.0001332 0.0001271 33 35 
0.0004709 0.0005856 0.0007728 0.0007728 0.0001342 0.0001243 35 34 
0.0007574 0.0003457 0.0005391 0.0005391 0.0001256 0.0001178 35 36 
0.0003417 0.0003898 0.0004884 0.0004884 0.0001569 0.0001216 35 31 
0.0005634 0.0004671 0.000532 0.000532 0.0001224 0.0001064 32 33 
0.0009376 0.0003838 0.0005771 0.0005771 0.0001595 0.0001243 33 32 
0.0007984 0.0004003 0.000538 0.000538 0.0001289 0.000126 31 31 
0.0004106 0.0004179 0.0005705 0.0005705 0.0001496 0.0001579 28 34 
0.0004199 0.0003906 0.0006471 0.0006471 0.0001379 0.0001344 34 35 
0.0008552 0.0005845 0.0005626 0.0005626 0.0002584 0.0002425 35 34 
0.0004075 0.0003876 0.0005575 0.0005575 0.0001329 0.0001246 33 34 
0.0004247 0.0003644 0.0005518 0.0005518 0.0001435 0.0001371 36 29 
0.0007201 0.0004052 0.0005466 0.0005466 0.0001759 0.0001461 30 32 
0.0004362 0.0006257 0.0005658 0.0005658 0.0001485 0.0001462 30 32 
0.0006309 0.0004532 0.0005168 0.0005168 0.0001721 0.0002632 29 30 
0.0003522 0.0004102 0.0005295 0.0005295 0.000136 0.0001361 31 30 
0.0005634 0.0007965 0.0005315 0.0005315 0.0001461 0.0001364 31 30 
0.0006628 0.0004891 0.0005271 0.0005271 0.0001339 0.0001249 30 31 
0.0003431 0.0003834 0.0004504 0.0004504 0.0001384 0.0001457 30 31 
0.0003821 0.0003196 0.000371 0.000371 0.0001423 0.0002553 31 29 
0.0003783 0.000322 0.0005632 0.0005632 0.0001418 0.0001168 34 37 
0.0004339 0.0005075 0.0005676 0.0005676 0.0001585 0.0001556 28 32 
0.0006076 0.0004477 0.0005538 0.0005538 0.0001462 0.0001368 34 30 
0.000857 0.0004032 0.0005059 0.0005059 0.0001248 0.0001169 29 36 
0.0004163 0.0004018 0.0005164 0.0005164 0.0001256 0.000107 28 29 
0.0006606 0.0007929 0.0005193 0.0005193 0.0001341 0.0001279 33 30 
0.0004408 0.000868 0.0005263 0.0005263 0.000132 0.0002696 34 36 
0.0007359 0.0004156 0.0005411 0.0005411 0.0001593 0.0002047 33 29 
0.0004087 0.0007102 0.000544 0.000544 0.000136 0.000142 32 32 
0.0003685 0.0004082 0.0005071 0.0005071 0.0001326 0.0001278 32 32 
0.0003496 0.0004039 0.0005114 0.0005114 0.000126 0.0001248 38 36 
0.0005887 0.0005197 0.0005067 0.0005067 0.0001801 0.0001703 31 31 
0.0004255 0.0004956 0.0005514 0.0005514 0.0001368 0.0001403 32 32 
0.0009055 0.0003717 0.0007197 0.0007197 0.0001468 0.000141 38 32 
0.000513 0.0004763 0.000546 0.000546 0.0001473 0.0001468 33 38 
0.0004422 0.000411 0.0006075 0.0006075 0.0001505 0.0001348 34 37 
0.0004213 0.0003922 0.0007896 0.0007896 0.0001483 0.0001549 38 33 
0.0004116 0.0004373 0.0005434 0.0005434 0.0001422 0.0001366 30 29 
0.0004253 0.0004004 0.0006437 0.0006437 0.0001559 0.0001427 32 29 
0.0003805 0.0004002 0.0005122 0.0005122 0.0001371 0.0001377 31 31 
0.0007698 0.000415 0.0005145 0.0005145 0.0001411 0.0001371 30 34 
0.0007153 0.000416 0.000537 0.000537 0.0001365 0.0001455 35 31 
0.0003517 0.0004548 0.0005778 0.0005778 0.0001398 0.0001269 28 33 
16384 elements ------ ------ ----- ------ ------- ------- 
0.00081 0.0004376 0.0006292 0.0006292 0.0001474 0.0002706 35 40 
0.0003881 0.0003689 0.0005451 0.0005451 0.0001441 0.0001296 37 33 
0.0005894 0.0004308 0.0009311 0.0009311 0.0001617 0.000181 35 36 
0.0005419 0.0006222 0.0009026 0.0009026 0.0001864 0.0001853 36 36 
0.0006263 0.0004311 0.0009407 0.0009407 0.0002021 0.000186 33 32 
